id,kind,jurisdiction,identifier,title,status,introduced,url,fears,controls,agencies
os-7036ac90-6599-44be-96b9-12de35e7c58f,bill,Wisconsin,AB 1036,Relating to: prohibiting nondisclosure agreements intended to conceal information about a data center from the public.,failed,2026-02-13,https://openstates.org/wi/bills/2025/AB1036/,,,
os-56e542b5-3f14-4bb4-b38b-611f741b46dc,bill,Maryland,HB 1250,Consumer Protection and Product Liability - Chatbots,pending,2026-02-12,https://openstates.org/md/bills/2026/HB1250/,,,
os-eb43a100-a974-4f2c-b69a-9fd33ebb4d1d,bill,Maryland,HB 1261,Consumer Protection - Artificial Intelligence Toys (Artificial Intelligence Toy Safety Act),pending,2026-02-12,https://openstates.org/md/bills/2026/HB1261/,,,
os-0250e469-9c86-40dd-b13c-4f414c8513a1,bill,New York,A 10251,Limits the use of automatic data systems in connection with employment,pending,2026-02-12,https://openstates.org/ny/bills/2025-2026/A10251/,,labeling-mandates,
os-608b5ce4-f40d-4ce3-9adb-c456acd36c24,bill,Rhode Island,HB 7764,AN ACT RELATING TO PROPERTY -- RESIDENTIAL LANDLORD AND TENANT ACT,pending,2026-02-12,https://openstates.org/ri/bills/2026/HB7764/,,,
os-c4a5015b-c9b2-4931-98a9-f326633e58d6,bill,Maryland,HB 1294,Criminal Law - Child Sexual Abuse Material - Artificial Intelligence Software,pending,2026-02-12,https://openstates.org/md/bills/2026/HB1294/,,,
os-8eda9054-f848-4839-a09d-aab4af85969d,bill,Massachusetts,H 5073,Study Order,pending,2026-02-12,https://openstates.org/ma/bills/194th/H5073/,,,
us-119-s-3888,bill,Congress,S. 3888,Small Business Artificial Intelligence Training Act of 2026,pending,2026-02-12,https://www.congress.gov/bill/119th-congress/senate-bill/3888,,,
os-e8d6b301-7e67-4d7d-aa24-766f3ddf69e5,bill,Rhode Island,HB 7767,AN ACT RELATING TO LABOR AND LABOR RELATIONS -- ARTIFICIAL INTELLIGENCE USE AND FAIR EMPLOYMENT PRACTICES,pending,2026-02-12,https://openstates.org/ri/bills/2026/HB7767/,,,
os-f1a85ddd-e350-45f0-a9f9-4daca0e36486,bill,California,AB 1898,Workplace artificial intelligence tools.,pending,2026-02-12,https://openstates.org/ca/bills/20252026/AB1898/,,mandatory-reporting,
os-afbb97d1-d201-4879-bdaa-4f929451fd13,bill,Massachusetts,H 5094,An Act enhancing disclosure requirements for synthetic media in political advertising,pending,2026-02-11,https://openstates.org/ma/bills/194th/H5094/,,labeling-mandates,
os-f12e0a6a-ac71-4a3a-9f9b-0a79652bd38d,bill,Iowa,SF 2278,"A bill for an act prohibiting personalized algorithmic pricing and surveillance pricing at certain food retail establishments, and providing civil penalties.",pending,2026-02-11,https://openstates.org/ia/bills/2025-2026/SF2278/,,,
os-dfeef232-2ec7-4a63-87e4-09f1539dae61,resolution,South Carolina,S 920,Health insurance,pending,2026-02-11,https://openstates.org/sc/bills/2025-2026/S920/,,labeling-mandates; mandatory-reporting,
os-e58b76f4-27e1-4630-b037-6024d11c9295,bill,New York,S 9182,Enacts the stop subsidizing data centers act,pending,2026-02-11,https://openstates.org/ny/bills/2025-2026/S9182/,power-bills,data-center-limits,New York Department of Environmental Conservation
os-a309f11c-54da-4564-92bf-7f86f1261b39,bill,Colorado,HB 1195,Psychotherapy Artificial Intelligence Restrictions,pending,2026-02-11,https://openstates.org/co/bills/2026A/HB1195/,,labeling-mandates,
os-6e46b812-1561-4370-ac27-92806437a818,bill,South Carolina,S 902,Data Centers,pending,2026-02-10,https://openstates.org/sc/bills/2025-2026/S902/,power-bills,data-center-limits,South Carolina Department of Environmental Services; South Carolina Office of Regulatory Staff; South Carolina Public Service Commission
os-51300a44-cd60-4faa-99d8-5c3723f1e299,bill,Kansas,HB 2772,Enacting the Kansas age-appropriate design code act to require businesses to assess and mitigate risks of compulsive use in minors; enacting the Kansas stopping likeness abuse by nonconsensual digital replicas act to create a private right of action for the unauthorized digital replication and distribution of individuals' digital likenesses; enacting the Kansas saving human connection act to prohibit deceptive practices and ensure transparency in chatbot interactions.,failed,2026-02-10,https://openstates.org/ks/bills/2025-2026/HB2772/,deepfakes; kids-chatbots,labeling-mandates,
os-c7c9bcc4-f69b-43e8-8e4a-9361398f7e6a,bill,Georgia,SB 488,Torts; generative artificial intelligence systems shall constitute personal property for purposes of certain actions for product liability alleging injury to a minor; provide,failed,2026-02-10,https://openstates.org/ga/bills/2025_26/SB488/,kids-chatbots,,
os-9517cea5-0b83-48ee-9810-1207b3bd66d6,bill,South Carolina,H 5138,Chatbot Regulation,pending,2026-02-10,https://openstates.org/sc/bills/2025-2026/H5138/,,,
os-d8a14320-a8ad-4406-8b1a-82e695265ce1,bill,Louisiana,SB 42,CRIME/PUNISHMENT: Prohibits using artificial intelligence to create child sexual abuse materials. (8/1/26),passed,2026-02-10,https://openstates.org/la/bills/2026/SB42/,,,
os-5a86fa30-a3d3-4239-a11c-dfb982f55e39,bill,Kentucky,SB 175,AN ACT relating to the establishment of the Kentucky Health Command.,pending,2026-02-10,https://openstates.org/ky/bills/2026RS/SB175/,,new-agency-powers,
os-0d838dba-c280-43cc-9c05-d24c7508bf4b,bill,New Jersey,S 3379,Requires data center owners and operators to submit semi-annual water and energy usage reports to BPU.,pending,2026-02-09,https://openstates.org/nj/bills/222/S3379/,,,New Jersey Board of Public Utilities
os-16d03b03-44b6-4a2d-8958-71998a45e8a2,bill,Maryland,HB 1057,"Education - Artificial Intelligence - Guidelines, Professional Development, and Collaborative (Artificial Intelligence Ready Schools Act)",pending,2026-02-09,https://openstates.org/md/bills/2026/HB1057/,,,
os-6bd8868f-77c9-4626-89d5-3cf7baa0879a,bill,Kansas,SB 499,"Enacting the Kansas age-appropriate design code act to require businesses to assess and mitigate risks of compulsive use in minors, enacting the Kansas stopping likeness abuse by nonconsensual digital replicas act to create a private right of action for the unauthorized digital replication and distribution of individuals' digital likenesses and enacting the Kansas saving human connection act to prohibit deceptive practices and ensure transparency in chatbot interactions.",failed,2026-02-09,https://openstates.org/ks/bills/2025-2026/SB499/,deepfakes; kids-chatbots,labeling-mandates,
os-90f8741e-9640-47db-900c-35101428b855,bill,New York,A 10141,Imposes a moratorium on data center permit issuance; and relates to data center rate impacts,pending,2026-02-09,https://openstates.org/ny/bills/2025-2026/A10141/,power-bills,data-center-limits,
os-fd9ef1f9-dd2b-4dd8-94fc-4301aba36897,bill,Arizona,HB 4005,artificial intelligence; course; public schools,failed,2026-02-09,https://openstates.org/az/bills/57th-2nd-regular/HB4005/,,,
os-9c482b70-bac4-419d-b3c4-c033ab754f06,bill,Wisconsin,SB 932,Relating to: the legal status of artificial intelligence.,failed,2026-02-06,https://openstates.org/wi/bills/2025/SB932/,,,
os-64d0e188-1957-4875-aee3-b56bc52262b1,bill,Maryland,SB 827,Consumer Protection and Product Liability - Chatbots,pending,2026-02-06,https://openstates.org/md/bills/2026/SB827/,,,
os-2a7f2007-a59a-44aa-850a-35c4d2c0ec40,bill,Rhode Island,HB 7543,AN ACT RELATING TO COMMERCIAL LAW -- GENERAL REGULATORY PROVISIONS -- INTERNET ACCESS AND ADVERTISING BY FACSIMILE,pending,2026-02-06,https://openstates.org/ri/bills/2026/HB7543/,,labeling-mandates,
os-277e3f0d-2650-44ef-bf0d-3aa6057452c4,bill,Wisconsin,SB 939,Relating to: artificial intelligence systems that simulate humanlike relationships with children and providing a penalty.,failed,2026-02-06,https://openstates.org/wi/bills/2025/SB939/,kids-chatbots,,
os-eac538cc-c2d5-480f-8082-dc08b4a992d8,bill,New York,S 9144,Imposes a moratorium on data center permit issuance; and relates to data center rate impacts,pending,2026-02-06,https://openstates.org/ny/bills/2025-2026/S9144/,power-bills,data-center-limits,
os-255479d6-1c7e-4761-91ee-0aa9eb6d9103,bill,Rhode Island,HB 7538,AN ACT RELATING TO HEALTH AND SAFETY -- USE OF ARTIFICIAL INTELLIGENCE BY HEALTHCARE PROVIDERS NOTIFICATION ACT,passed,2026-02-06,https://openstates.org/ri/bills/2026/HB7538/,,labeling-mandates,
os-09344bcd-b6c7-4a10-8870-f38898c52958,bill,Rhode Island,SB 2499,AN ACT RELATING TO LABOR AND LABOR RELATIONS -- ARTIFICIAL INTELLIGENCE USE AND FAIR EMPLOYMENT PRACTICES,pending,2026-02-06,https://openstates.org/ri/bills/2026/SB2499/,,new-agency-powers,
os-3743931d-ca49-4662-a883-2ea52fb2f89d,bill,Maryland,SB 720,"Education - Artificial Intelligence - Guidelines, Professional Development, and Collaborative (Artificial Intelligence Ready Schools Act)",passed,2026-02-06,https://openstates.org/md/bills/2026/SB720/,,,
os-9dd57518-aebd-419f-8784-99fd40384460,bill,Wyoming,HB 102,Protecting kids from deepfakes and exploitative images.,pending,2026-02-06,https://openstates.org/wy/bills/2026/HB102/,deepfakes; kids-chatbots,,
os-fee15015-b3c2-4c05-9a74-35a8d201c35e,bill,Illinois,HB 5106,CRIM CD-DEEPFAKE-HARASS,pending,2026-02-05,https://openstates.org/il/bills/104th/HB5106/,,,
os-1c23bf95-ff1b-4d14-933f-227adb545315,bill,Maryland,HB 952,Consumer Protection - Companion Chatbots - Regulation,pending,2026-02-05,https://openstates.org/md/bills/2026/HB952/,,,
os-600b8bf6-f430-4169-bd67-fd68195e0b3c,bill,South Carolina,S 896,Chatbot Regulation,pending,2026-02-05,https://openstates.org/sc/bills/2025-2026/S896/,,,
os-b813a5ed-4efc-4ca3-9bb9-0c6114a72926,bill,Iowa,SF 2226,"A bill for an act relating to the use of automated adjudication systems by health carriers, and including civil penalties.",pending,2026-02-05,https://openstates.org/ia/bills/2025-2026/SF2226/,,,
os-3a879f4e-d3c4-4f06-b398-cce76e61f144,bill,Illinois,SB 3502,AI PRODUCT LIABILITY ACT,pending,2026-02-05,https://openstates.org/il/bills/104th/SB3502/,,,
os-261a7581-b136-4cca-b620-e2b1e9c20857,bill,Illinois,SB 3571,WARN ACT-AI LAYOFFS,pending,2026-02-05,https://openstates.org/il/bills/104th/SB3571/,,,
os-ea61019b-9350-4809-921d-47ac718881df,bill,Illinois,SB 3590,AI PRODUCT LIABILITY ACT,pending,2026-02-05,https://openstates.org/il/bills/104th/SB3590/,,,
os-f5ee1486-4d7d-4abe-b946-866f87eb87b4,bill,Illinois,HB 5113,SCH CD-AI USE IN EDUC COMM,pending,2026-02-05,https://openstates.org/il/bills/104th/HB5113/,,,
os-01ede4e6-0051-46ad-8c50-1a554a5ceff7,bill,Iowa,SSB 3118,"A bill for an act relating to utilization review organizations’ use of artificial intelligence, prior authorization determinations and exemptions, and prepayment audits, and including applicability provisions.",pending,2026-02-05,https://openstates.org/ia/bills/2025-2026/SSB3118/,,,
us-119-sres-598,bill,Congress,S.Res. 598,"A resolution condemning and calling for the reversal of President Trump's decision to allow the export of advanced artificial intelligence chips to the United Arab Emirates, despite significant risks to national security and just months after the United Arab Emirates signed a secret $500,000,000 deal to buy close to a majority stake in the Trump family crypto company World Liberty Financial.",pending,2026-02-05,https://www.congress.gov/bill/119th-congress/senate-resolution/598,china-race,export-controls,
os-d110dbf2-1ba1-4f5d-b0d9-78eacdf223a5,resolution,Michigan,HR 240,"A resolution to urge a temporary pause on discretionary state-level incentives for data center construction, request a comprehensive review of the fiscal, utility, environmental, and local governance impacts of data center development in Michigan, and direct House committees to review these issues.",pending,2026-02-04,https://openstates.org/mi/bills/2025-2026/HR240/,power-bills,data-center-limits,
os-62cc514f-d799-4d01-afa2-0f2b633faee6,bill,California,SB 978,Data centers: labor: electricity rates.,pending,2026-02-04,https://openstates.org/ca/bills/20252026/SB978/,power-bills,data-center-limits,
os-70876269-5f18-4ab6-b221-8fb11346eab3,resolution,Ohio,HCR 31,Urge Congress to reject any moratorium on state AI laws,pending,2026-02-04,https://openstates.org/oh/bills/136/HCR31/,,,
os-2ef4ddcc-31fa-4f74-a132-34fbc5ae8973,resolution,South Carolina,H 5085,AI Week,pending,2026-02-04,https://openstates.org/sc/bills/2025-2026/H5085/,,,
os-7215409f-b106-4c2e-ba6b-e1db9144d552,bill,Iowa,SF 2199,A bill for an act relating to the ownership of artificial intelligence output and trained artificial intelligence.,pending,2026-02-04,https://openstates.org/ia/bills/2025-2026/SF2199/,,,
os-d11a8211-efeb-441f-8fc4-b94ca02c6d14,bill,Maryland,HB 795,Health Insurance - Artificial Intelligence - Grievance Process and Reporting (AI Health Insurance Accountability Act of 2026),failed,2026-02-04,https://openstates.org/md/bills/2026/HB795/,,,
os-61fd8d70-ea6c-4b56-8e0a-adee39881718,bill,Maryland,HB 883,Consumer Protection - Artificial Intelligence - Behavioral Health Care Prohibitions,pending,2026-02-04,https://openstates.org/md/bills/2026/HB883/,,,
os-b6e8bab0-1b1e-4f86-b6a7-0d9ec72a4e44,bill,Illinois,SB 3444,AI MODEL SAFETY,pending,2026-02-04,https://openstates.org/il/bills/104th/SB3444/,,,
os-69f7ed5b-6e79-43cb-a49e-000d775c0c87,bill,Illinois,SB 3364,HUMAN RIGHTS-AI-VIOLATIONS,pending,2026-02-04,https://openstates.org/il/bills/104th/SB3364/,,,
os-5ee74be6-2318-4fcf-924d-9d10f20cfa95,bill,Illinois,SB 3384,AI COMPANION MODEL SAFETY ACT,pending,2026-02-04,https://openstates.org/il/bills/104th/SB3384/,kids-chatbots,,
os-fb0953e7-334e-4b0c-ab51-6c540e3fb5d7,bill,Illinois,HB 4988,FRAUD-ARTIFICIAL INTELLIGENCE,pending,2026-02-04,https://openstates.org/il/bills/104th/HB4988/,,,
os-00c4c778-b4b7-4425-b0d9-25b2fd72e6cf,bill,Illinois,SB 3368,CHATBOT RESPONSE LIABILITY ACT,pending,2026-02-04,https://openstates.org/il/bills/104th/SB3368/,,,
os-f4669d89-d858-478f-b9ed-305e6da51602,bill,Illinois,HB 4980,HUMAN CONTROL OF AI ACT,pending,2026-02-04,https://openstates.org/il/bills/104th/HB4980/,,,
os-502530d0-7890-437b-b0a9-c165d6201fd5,bill,Illinois,HB 5044,CHATBOT PROVIDER-LIABILITY,pending,2026-02-04,https://openstates.org/il/bills/104th/HB5044/,,,
os-fb25e6d9-e0f8-4a04-b67f-31f86d0e0e29,bill,Wyoming,HB 91,Ban on government social scoring with AI.,pending,2026-02-04,https://openstates.org/wy/bills/2026/HB91/,bias,,
os-1119bc95-e771-4773-9813-7984ad8101b2,bill,Vermont,H 875,An act relating to the possession and promotion of child sexual abuse materials to include computer-generated images,pending,2026-02-04,https://openstates.org/vt/bills/2025-2026/H875/,,,
os-ffaa1ff5-36fc-4339-9e9f-70c76156af09,bill,New Hampshire,SB 657,relative to the use of information technology and artificial intelligence systems by state agencies.,pending,2026-02-04,https://openstates.org/nh/bills/2026/SB657/,,,
os-f86ff407-16c2-4171-b96b-33a4076dabf0,bill,Kentucky,HB 559,"AN ACT relating to data privacy, portability, and interoperability.",pending,2026-02-04,https://openstates.org/ky/bills/2026RS/HB559/,,new-agency-powers,Kentucky Attorney General
os-4d2e5219-7cb8-4c53-906e-0a12d94d5177,bill,Colorado,HB 1139,Use of Artificial Intelligence in Health Care,pending,2026-02-04,https://openstates.org/co/bills/2026A/HB1139/,bias,mandatory-reporting,Colorado Department of Health Care Policy and Financing; Colorado Department of Human Services; Colorado Division of Insurance
os-52b305ba-e584-40a8-a539-ea53464a0664,bill,Tennessee,HB 2392,"Business and Commerce - As introduced, creates the ""Tennessee Data Center Impact Review Act."" - Amends TCA Title 5; Title 6; Title 7; Title 10; Title 62; Title 65; Title 68 and Title 69.",pending,2026-02-03,https://openstates.org/tn/bills/114/HB2392/,,data-center-limits,
os-dc728a39-3e08-4b5f-a33f-ee29f42636ad,bill,Tennessee,HB 2456,"Utilities, Utility Districts - As introduced, requires certain data centers to register with the department of revenue; requires fuel suppliers, and electric and water utilities that provide fuel and service respectively to registered data centers to report usage and rates to the department; requires the commissioner to compile and publish certain information based on reports received from utilities. - Amends TCA Title 5; Title 6; Title 7; Title 10; Title 62; Title 65; Title 68 and Title 69.",failed,2026-02-03,https://openstates.org/tn/bills/114/HB2456/,,data-center-limits; mandatory-reporting,Tennessee Department of Revenue
