id,kind,jurisdiction,identifier,title,status,introduced,url,fears,controls,agencies
os-322be219-3348-40c3-8ae8-0a80e2f0def1,bill,New Jersey,S 3263,Regulates use of artificial intelligence-enabled video interview in hiring process.,pending,2026-02-02,https://openstates.org/nj/bills/222/S3263/,,,
os-6b933dc7-deef-41ed-88f3-ad9afba43086,bill,New York,A 10118,Relates to food delivery worker safety,pending,2026-02-02,https://openstates.org/ny/bills/2025-2026/A10118/,,,
os-eff60d5e-191e-4a85-afe4-e6a0802aa03a,bill,Oklahoma,HB 3545,Technology; artificial intelligence; state agencies; prohibited uses; permitted uses; Office of Management and Enterprise Services; effective date.,pending,2026-02-02,https://openstates.org/ok/bills/2026/HB3545/,,new-agency-powers,Oklahoma Office of Management and Enterprise Services
os-2c0ee580-40cc-4edd-9502-46f082ba8000,bill,Oklahoma,HB 3176,"State development; Oklahoma Gas, Artificial Intelligence, and Space Research Hub; National Laboratory; Oklahoma Department of Commerce; effective date.",pending,2026-02-02,https://openstates.org/ok/bills/2026/HB3176/,,,Oklahoma Department of Commerce
os-aa895c32-b15a-4aaf-8aac-72d5a163d0d8,bill,Tennessee,SB 2171,"Safety - As introduced, enacts the ""Artificial Intelligence Public Safety and Child Protection Transparency Act."" - Amends TCA Title 4; Title 10, Chapter 7; Title 47; Title 58 and Title 68.",pending,2026-02-02,https://openstates.org/tn/bills/114/SB2171/,,,
os-ad6098b3-0966-4f20-975a-2f9c52d711ae,bill,Tennessee,SB 2521,"State Government - As introduced, expands the requirements of the 2026 and 2027 annual reports to be submitted by the artificial intelligence advisory council to the governor, speaker of the senate, and speaker of the house of representatives by requiring such reports to include recommendations on strategies to detect and minimize the risk of fraud committed by persons using artificial intelligence. - Amends TCA Title 2; Title 4; Title 8; Title 10; Title 16; Title 29; Title 36; Title 37; Title 38; Title 39; Title 40; Title 45; Title 47; Title 48; Title 49; Title 53; Title 62; Title 63; Title 65; Title 67; Title 68 and Title 71.",pending,2026-02-02,https://openstates.org/tn/bills/114/SB2521/,deepfakes,mandatory-reporting,
os-eb0fd47a-8184-4dc0-b8a0-1c45b9dedd61,bill,Tennessee,SB 2618,"Computers and Electronic Processing - As introduced, requires the joint chairs of the artificial intelligence advisory council to publish their annual findings regarding the economic, labor, and ethical impacts of artificial intelligence on an appropriate page of the general assembly's website, in addition to the existing requirement to submit these reports to the governor and legislative speakers. - Amends TCA Title 4; Title 10; Title 16; Title 36; Title 37; Title 38; Title 39; Title 40; Title 45; Title 47; Title 48; Title 49; Title 53; Title 63; Title 67; Title 68 and Title 71.",pending,2026-02-02,https://openstates.org/tn/bills/114/SB2618/,job-loss,mandatory-reporting,Tennessee General Assembly
os-1afb244c-ffb7-400a-a62b-ef2ba0c42640,bill,Tennessee,SB 2680,"Consumer Protection - As introduced, prohibits electric utilities and high performance computing centers in this state from using transformers, parts, or equipment manufactured or sold by entities owned or controlled by foreign adversaries to support any part of their operations; requires such utilities and centers to report to the comptroller of the treasury; makes related changes. - Amends TCA Title 4; Title 7; Title 8; Title 47, Chapter 18; Title 65 and Title 68.",pending,2026-02-02,https://openstates.org/tn/bills/114/SB2680/,china-race,mandatory-reporting,Tennessee Comptroller of the Treasury
os-114cc797-3b2d-4522-a0eb-9d931eb8bafd,bill,Tennessee,SB 2321,"Criminal Offenses - As introduced, prohibits a person or entity from distributing an electoral deepfake within 90 days of an election that the person or entity knows or should have known is a deceptive and fraudulent depiction of a candidate or political party; creates civil penalties and outlines exceptions. - Amends TCA Title 2 and Title 39, Chapter 17.",pending,2026-02-02,https://openstates.org/tn/bills/114/SB2321/,deepfakes,,
os-1e4ceb86-8345-46a1-8a91-2be1ef6fcc4c,bill,Oklahoma,SB 1521,Artificial intelligence; definitions; requiring operators make certain disclosure; preventative measures for minor account holders; prohibitions; enforcement authority to Attorney General; civil penalty. Effective date.,pending,2026-02-02,https://openstates.org/ok/bills/2026/SB1521/,kids-chatbots,id-age-checks; mandatory-reporting; new-agency-powers,Oklahoma Attorney General
os-1b77d689-a3c9-4c47-b2ba-2f6b668c0f87,bill,Oregon,SB 1546,Relating to artificial intelligence companions.,passed,2026-02-02,https://openstates.org/or/bills/2026R1/SB1546/,kids-chatbots,labeling-mandates; mandatory-reporting,
os-1248098e-c54f-42f3-b0ea-63ece7592128,bill,Georgia,SB 444,Private Review Agents; certain decisions with regard to the provision of insurance coverage for healthcare services shall not be based solely on artificial intelligence systems; provide,passed,2026-02-02,https://openstates.org/ga/bills/2025_26/SB444/,bias,,
os-650435a8-8f6e-4fe1-954f-61d8f161ad9a,bill,Oklahoma,SB 1734,Schools; creating the Oklahoma Responsible Technology in Schools Act; requiring development of guidance for use of artificial intelligence and emerging technologies. Effective date. Emergency.,passed,2026-02-02,https://openstates.org/ok/bills/2026/SB1734/,,,
os-5d46a6e9-f254-46fe-9ddd-48ae5af9cd37,bill,Oklahoma,SB 2038,Health Insurance; requiring certain decisions to be made by licensed professional; prohibiting issuance of outcomes determined with artificial-intelligence; requiring disclosure notice by insurer. Emergency.,pending,2026-02-02,https://openstates.org/ok/bills/2026/SB2038/,bias,mandatory-reporting,
os-be8d6a99-5662-4306-97fa-47863d945f62,bill,Oklahoma,HB 3544,Technology; artificial intelligence; companions; minors; safety; civil penalties; effective date.,pending,2026-02-02,https://openstates.org/ok/bills/2026/HB3544/,kids-chatbots,,
os-50c770bc-688f-4082-b7a0-0493ad5ae7c6,bill,New York,A 10049,Establishes a grid modernization surcharge,pending,2026-01-30,https://openstates.org/ny/bills/2025-2026/A10049/,power-bills,,
os-abc5c33f-f38b-4757-b23e-ec8c4d24c6ea,bill,Washington,HB 2708,Removing a tax exemption for the replacement of equipment for data centers.,pending,2026-01-30,https://openstates.org/wa/bills/2025-2026/HB2708/,,,
os-d626f34c-a6d0-473f-bda8-db5b1e27511d,bill,New York,S 9089,Relates to food delivery worker safety,pending,2026-01-30,https://openstates.org/ny/bills/2025-2026/S9089/,,,
os-e1c45333-aeb9-4f8f-9372-39e89c9c8e54,bill,Pennsylvania,HB 2175,"An Act amending Title 12 (Commerce and Trade) of the Pennsylvania Consolidated Statutes, providing for consumer protection and for artificial intelligence and chatbots; imposing duties on the Bureau of Consumer Protection in the Office of Attorney General; and imposing penalties.",pending,2026-01-30,https://openstates.org/pa/bills/2025-2026/HB2175/,,labeling-mandates; new-agency-powers,Pennsylvania Office of Attorney General - Bureau of Consumer Protection
os-ad5781fb-135e-4326-84ea-ecbbaaf4e7a4,bill,New York,A 10047,Establishes disclosure requirements for AI-generated or materially AI-altered media depicting historically recognized human disasters when such media is publicly distributed,pending,2026-01-30,https://openstates.org/ny/bills/2025-2026/A10047/,deepfakes,labeling-mandates,New York Attorney General
os-1bd4535e-345d-4af7-8afc-16a60a6c5cc5,bill,Vermont,H 846,An act relating to artificial intelligence and elections,pending,2026-01-30,https://openstates.org/vt/bills/2025-2026/H846/,,,
os-de889434-ae64-4a92-8431-f35fc582a103,bill,Illinois,HB 4711,PROVENANCE DATA REQUIREMENTS,pending,2026-01-30,https://openstates.org/il/bills/104th/HB4711/,,,
us-119-hr-7294,bill,Congress,H.R. 7294,AI for Secure Networks Act,pending,2026-01-30,https://www.congress.gov/bill/119th-congress/house-bill/7294,ai-cyberattacks,mandatory-reporting,
os-beb18df4-f2ee-46f9-acfa-5bb9cab4ca70,bill,West Virginia,HB 4948,"To create a buffer zone between a data center and residence, school or house of worship",pending,2026-01-29,https://openstates.org/wv/bills/2026/HB4948/,,data-center-limits,
os-c9c0c07c-bcc0-4c25-b5c9-68eee1bf208c,bill,South Carolina,S 867,Data Center Development,pending,2026-01-29,https://openstates.org/sc/bills/2025-2026/S867/,power-bills,data-center-limits; new-agency-powers,South Carolina Department of Environmental Services; South Carolina Public Service Commission
os-17f1a171-e520-448b-b8d5-a694c8a3b6c8,bill,South Dakota,SB 170,"require the provision of a notice to consumers, interacting with certain chatbots or other human-simulating computer technologies that could mislead or deceive the consumer.",failed,2026-01-29,https://openstates.org/sd/bills/2026/SB170/,,labeling-mandates,
os-873a9b13-8559-40f4-9173-4eb07ad167f0,bill,South Dakota,SB 168,regulate the use of chatbots by minors.,pending,2026-01-29,https://openstates.org/sd/bills/2026/SB168/,kids-chatbots,,
os-b8f8360a-e3c8-435f-a16d-e457bb575198,bill,South Dakota,SB 169,place requirements on the use of artificial intelligence systems by health carriers in making determinations about the provision of health care services.,failed,2026-01-29,https://openstates.org/sd/bills/2026/SB169/,bias,,
os-c961fa86-2035-437c-8022-e658d20f3c16,bill,Wisconsin,AB 959,Relating to: the legal status of artificial intelligence.,failed,2026-01-29,https://openstates.org/wi/bills/2025/AB959/,,,
os-bd6019a2-1105-4e12-8b79-4946cc5bed82,bill,Iowa,HSB 647,"A bill for an act relating to chatbots, including deployer requirements and interactions with minors.",pending,2026-01-29,https://openstates.org/ia/bills/2025-2026/HSB647/,kids-chatbots,,
os-c89e9f56-0388-42ec-b250-75e2cf5a2780,bill,Iowa,SF 2166,"A bill for an act relating to the publication of electioneering communications containing synthetic media, and providing penalties.",pending,2026-01-29,https://openstates.org/ia/bills/2025-2026/SF2166/,,,
os-910f963c-f6bd-476a-8d36-08e0768626d3,bill,Vermont,H 829,An act relating to notification of robocalls that use an artificial voice,pending,2026-01-29,https://openstates.org/vt/bills/2025-2026/H829/,,labeling-mandates,
os-6ec92710-5af8-4d3f-b907-c88f37bdb717,bill,Ohio,HB 663,Create the Artificial Intelligence Study Commission,pending,2026-01-29,https://openstates.org/oh/bills/136/HB663/,,new-agency-powers,
os-20d76a4a-5b1a-4d34-aa6a-2dc1ea103f95,bill,Vermont,H 822,An act relating to the regulation of generative artificial intelligence systems,pending,2026-01-29,https://openstates.org/vt/bills/2025-2026/H822/,,,
os-8a4bbd9e-7378-4bca-ac6a-83a5c85aa7b1,bill,Vermont,H 814,An act relating to neurological rights and the use of artificial intelligence technology in health and human services,pending,2026-01-29,https://openstates.org/vt/bills/2025-2026/H814/,,,
os-6783fc29-f691-40bb-9396-1833b4a254f9,bill,Vermont,H 816,An act relating to regulating the use of artificial intelligence in the provision of mental health services,pending,2026-01-29,https://openstates.org/vt/bills/2025-2026/H816/,,,
os-8f919a8f-5a80-400e-9bab-e604f1776c8f,bill,Kansas,HB 2592,Creating the Kansas task force on artificial intelligence and emerging technologies to study such technologies and make recommendations to the legislature.,failed,2026-01-29,https://openstates.org/ks/bills/2025-2026/HB2592/,,new-agency-powers,
os-7ed6ee72-7ad1-4d8c-be57-9ca459b21803,bill,Wisconsin,AB 965,Relating to: artificial intelligence systems that simulate humanlike relationships with children and providing a penalty.,failed,2026-01-29,https://openstates.org/wi/bills/2025/AB965/,kids-chatbots,,
os-8382fa8d-ac9e-4c16-b7dc-14b5853663a7,bill,Illinois,SB 2993,AI-PRESCRIBING MEDICATION,pending,2026-01-29,https://openstates.org/il/bills/104th/SB2993/,,,
os-c695ffbb-8982-40a8-ad85-4437de8e4311,bill,Illinois,SB 2995,CONSUMER FRAUD-AI DISCLOSURE,pending,2026-01-29,https://openstates.org/il/bills/104th/SB2995/,,,
os-1645e518-c44f-43eb-840e-7cab8794aafe,bill,Illinois,SB 2996,ELEC CD-AI ADVERT DISCLOSURE,pending,2026-01-29,https://openstates.org/il/bills/104th/SB2996/,,labeling-mandates,
os-73312aad-ac06-4aef-8d34-5133fe33b2a3,bill,Illinois,HB 4705,ARTIFICIAL INTELLIGENCE SAFETY,pending,2026-01-29,https://openstates.org/il/bills/104th/HB4705/,,,
os-37dc3e97-8d9f-4f93-a2c2-b8d08bb80aa5,bill,Illinois,SB 3027,NO AI IN HEALTH CARE PRICING,pending,2026-01-29,https://openstates.org/il/bills/104th/SB3027/,,,
os-b7e2eeff-b518-4e88-9d7d-0dfc6bcb484a,bill,Iowa,HF 2204,"A bill for an act relating to the requirements for chatbot deployers, including required protocols, limitations on data collection, and requirements for minors to interact with artificial intelligence companions and therapeutic chatbots, and providing civil penalties, punitive penalties, and civil causes of action.",pending,2026-01-29,https://openstates.org/ia/bills/2025-2026/HF2204/,kids-chatbots,mandatory-reporting,
os-5d325a49-e343-4449-ab00-cf8ee15866c6,bill,Georgia,HB 1063,Electric utilities; protect residential and retail electricity customers from costs associated with data center construction and operation; require,pending,2026-01-28,https://openstates.org/ga/bills/2025_26/HB1063/,power-bills,,
os-7584a38f-1bdf-4a17-bc9c-0cf668214965,bill,Georgia,SB 436,"Counties, Municipal Corporations; local governments and political subdivisions from entering into nondisclosure agreements regarding electricity usage or water usage of any entity; prohibit",pending,2026-01-28,https://openstates.org/ga/bills/2025_26/SB436/,,data-center-limits,
os-1915d2ce-9414-494a-bd62-075ca0a4f75f,bill,Georgia,HB 1059,Data Center Impact Assessment and Development Moratorium Act of 2026; enact,pending,2026-01-28,https://openstates.org/ga/bills/2025_26/HB1059/,,data-center-limits; new-agency-powers,
os-f33bc1f3-b088-4767-bf67-9921efb69b21,resolution,Kansas,HR 6023,Opposing the federal preemption of state laws that regulate artificial intelligence.,failed,2026-01-28,https://openstates.org/ks/bills/2025-2026/HR6023/,,preemption,
os-e19938b6-e7bc-48d6-84ca-89cb58a5d8d0,bill,New Mexico,HB 212,VOICE & VISUAL LIKENESS RIGHTS ACT,pending,2026-01-28,https://openstates.org/nm/bills/2026/HB212/,,,
os-bd934c8b-3528-42de-a288-0479003be75c,bill,Kansas,SB 405,"Making it unlawful for a person to knowingly train artificial intelligence to encourage or support suicide or the unlawful killing of another person, provide emotional support, develop emotional relationships, act as a healthcare professional, simulate humans or encourage isolation.",failed,2026-01-28,https://openstates.org/ks/bills/2025-2026/SB405/,kids-chatbots,,
os-e6c4d8ce-5873-40c8-83a0-ce273c734df8,bill,Iowa,HSB 635,A bill for an act relating to the ownership of artificial intelligence output and trained artificial intelligence.,pending,2026-01-28,https://openstates.org/ia/bills/2025-2026/HSB635/,,,
os-d34c1fef-d683-4554-a1ea-41e0ddd2efa3,bill,Rhode Island,HB 7349,"AN ACT RELATING TO BEHAVIORAL HEALTHCARE, DEVELOPMENTAL DISABILITIES AND HOSPITALS -- OVERSIGHT OF ARTIFICIAL INTELLIGENCE TECHNOLOGY IN MENTAL HEALTH CARE ACT",passed,2026-01-28,https://openstates.org/ri/bills/2026/HB7349/,,,
os-167acc98-dc9c-49bb-bd18-fa1ce7ba69f1,bill,Rhode Island,HB 7350,AN ACT RELATING TO COMMERCIAL LAW--GENERAL REGULATORY PROVISIONS -- ARTIFICIAL INTELLIGENCE COMPANION MODELS,passed,2026-01-28,https://openstates.org/ri/bills/2026/HB7350/,,labeling-mandates,
os-f473adc6-c2e5-4672-8bdd-f9ee77c8729d,bill,Vermont,H 792,An act relating to liability standards for developers and deployers of artificial intelligence systems,pending,2026-01-28,https://openstates.org/vt/bills/2025-2026/H792/,,,
os-d8e0acec-6ce2-4e7b-847b-9744431b34cd,bill,Vermont,H 804,An act relating to companion chatbots,pending,2026-01-28,https://openstates.org/vt/bills/2025-2026/H804/,,,
os-22bf944f-b0c4-4936-8312-affd7da8b2bf,bill,Hawaii,HB 2591,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-28,https://openstates.org/hi/bills/2026/HB2591/,,mandatory-reporting,Hawaii Chief Data Officer
os-59767fcc-88f0-463a-9161-1ec6f43887af,bill,Hawaii,HB 2597,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-28,https://openstates.org/hi/bills/2026/HB2597/,,mandatory-reporting,Hawaii Chief Data Officer
os-b75e5bca-7d8a-4a9e-9228-268f5e775e21,bill,Hawaii,HB 2502,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-28,https://openstates.org/hi/bills/2026/HB2502/,kids-chatbots,labeling-mandates; mandatory-reporting; new-agency-powers,Hawaii Attorney General; Hawaii Department of Commerce and Consumer Affairs
os-2d5c246d-677b-4077-9037-595efd4c8c4e,bill,Hawaii,HB 2500,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-28,https://openstates.org/hi/bills/2026/HB2500/,,labeling-mandates; mandatory-reporting; new-agency-powers,Hawaii Attorney General
os-ad90700e-817d-4736-b7ae-c1cbaf4edf12,bill,Hawaii,HB 2607,RELATING TO PUBLICITY RIGHTS.,pending,2026-01-28,https://openstates.org/hi/bills/2026/HB2607/,,,
os-a8a65770-fb5c-488c-81b3-d3b746df9760,bill,Hawaii,HB 2499,RELATING TO DEMOGRAPHIC DATA.,pending,2026-01-28,https://openstates.org/hi/bills/2026/HB2499/,,mandatory-reporting; new-agency-powers,
os-613de7f6-2621-440f-82e1-6d7d440fb664,bill,California,AB 1651,State Bar of California: artificial intelligence.,passed,2026-01-28,https://openstates.org/ca/bills/20252026/AB1651/,,labeling-mandates,
os-e80c0355-9684-46bc-bfad-c4979ade5ce3,bill,Missouri,SB 1598,Modifies provisions relating to medical malpractice for the use of artificial intelligence by health care providers,pending,2026-01-28,https://openstates.org/mo/bills/2026/SB1598/,,,
os-633d93e3-7aa1-4bd3-97fc-251928e57db1,bill,South Dakota,SB 135,protect residents from increased utility costs and utility shortages caused by data centers and clarify authority to regulate data centers.,passed,2026-01-27,https://openstates.org/sd/bills/2026/SB135/,power-bills,data-center-limits,
os-3933dfb5-d330-450f-8122-2cbd9807f57d,bill,Maryland,SB 375,County Boards of Education - Artificial Intelligence Training Program - Requirement,pending,2026-01-27,https://openstates.org/md/bills/2026/SB375/,,,
os-91612905-e52a-406c-9d75-99f4290159cb,bill,South Dakota,HB 1144,restrict the use of artificial intelligence in therapy and psychotherapy services and to provide a penalty therefor.,failed,2026-01-27,https://openstates.org/sd/bills/2026/HB1144/,,,
os-0ee51470-3eae-46d6-bbb0-4516774ac13d,bill,New Mexico,HB 174,CHATBOT SAFETY ACT,pending,2026-01-27,https://openstates.org/nm/bills/2026/HB174/,,,
os-3c3597c7-6bf8-4c5d-9362-b146492ce0d7,bill,New York,S 9051,Prohibits artificial intelligence companions from using features which are considered unsafe for minors,pending,2026-01-27,https://openstates.org/ny/bills/2025-2026/S9051/,kids-chatbots,,
os-dee0c309-a4a0-44a2-979b-51c96f707707,bill,Vermont,H 783,An act relating to chatbot disclosure requirements,pending,2026-01-27,https://openstates.org/vt/bills/2025-2026/H783/,,labeling-mandates,
os-f9ef5450-2193-4c27-a9e6-cf213c0f5b3e,bill,Vermont,H 776,An act relating to the use of artificial intelligence in health care coverage decisions,pending,2026-01-27,https://openstates.org/vt/bills/2025-2026/H776/,bias,,
os-dd16dae6-2db0-47d9-b61b-a125059d80e4,bill,Vermont,H 784,An act relating to the regulation of chatbots,pending,2026-01-27,https://openstates.org/vt/bills/2025-2026/H784/,,,
os-4f652bd3-12ab-4873-914f-fe4b16276dce,bill,Illinois,SB 2927,DCEO-AI IMPACT STUDY,pending,2026-01-27,https://openstates.org/il/bills/104th/SB2927/,,,
os-deaee544-ee62-42c5-8c5c-41bf259ddb63,bill,Hawaii,HB 2357,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-27,https://openstates.org/hi/bills/2026/HB2357/,deepfakes,,
os-b65cdf84-d331-419f-b291-9cf70ef50a04,bill,Washington,HB 2655,"Providing a retail sales and use tax exemption for the construction and equipping of new data centers located in a county east of the Cascades that borders another state and has a population of at least 500,000.",pending,2026-01-26,https://openstates.org/wa/bills/2025-2026/HB2655/,,,
os-108c40b9-b286-459f-9a4a-d84b3953a226,bill,Iowa,HF 2153,"A bill for an act requiring community colleges, school districts, and institutions under the control of the state board of regents to adopt policies related to the use of artificial intelligence by students and employees.",pending,2026-01-26,https://openstates.org/ia/bills/2025-2026/HF2153/,,,
os-cc68ed31-ecd6-4539-95bc-e1544fca4fa2,bill,Washington,HB 2667,Providing consumer protections for artificial intelligence systems.,pending,2026-01-26,https://openstates.org/wa/bills/2025-2026/HB2667/,,,
os-00d717de-16ec-43b8-b534-b5870d2d4797,bill,South Dakota,HB 1125,create a taskforce to study the impact of artificial intelligence systems on the state.,pending,2026-01-26,https://openstates.org/sd/bills/2026/HB1125/,,,South Dakota AI Taskforce
os-617f35ee-cc7b-4bd6-aa70-8f2a6dabc5fe,bill,Iowa,HF 2150,"A bill for an act relating to the use of artificial intelligence for purposes associated with elections, ballot issues, and public officials, providing penalties, and making penalties applicable.",pending,2026-01-26,https://openstates.org/ia/bills/2025-2026/HF2150/,,,
os-f45154da-e20a-4199-b46b-aa63daafc900,bill,Hawaii,HB 2211,RELATING TO TECHNOLOGY ENABLEMENT.,pending,2026-01-26,https://openstates.org/hi/bills/2026/HB2211/,,,
os-3dd48e4c-2b1c-42ed-8fdb-31ff1cf28065,bill,Hawaii,HB 2137,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-26,https://openstates.org/hi/bills/2026/HB2137/,deepfakes,,
os-bdad53c0-54ba-490f-840d-b8ec961f002c,bill,Virginia,HB 1515,Local approval of data centers; temporary moratorium.,pending,2026-01-23,https://openstates.org/va/bills/2026/HB1515/,,data-center-limits,
os-2a70a3c3-1103-4004-9e17-cc0f1dee1ee0,bill,Tennessee,HB 2061,"Utilities, Utility Districts - As introduced, requires certain data centers to register with the Tennessee public utilities commission; requires electric and water utilities that provide service to registered data centers to report usage and rates to the commission; requires the commission's executive director to compile and publish certain information based on reports received from utilities. - Amends TCA Title 5; Title 6; Title 7; Title 10; Title 62; Title 65; Title 68 and Title 69.",pending,2026-01-23,https://openstates.org/tn/bills/114/HB2061/,,mandatory-reporting; new-agency-powers,Tennessee Public Utilities Commission
os-a342a8c5-e6ae-4d1b-a0c2-26b91f71dd57,bill,Virginia,HB 1515,Local approval of data centers; temporary moratorium.,pending,2026-01-23,https://openstates.org/va/bills/2027/HB1515/,,data-center-limits,
os-14659f21-93c1-4d79-8200-0084ab48b443,bill,Tennessee,HB 2052,"Consumer Protection - As introduced, requires certain food retail establishments to use a nondigital presentation of price; prohibits a food retail establishment from using personalized algorithmic pricing; makes other changes related to food retail establishments. - Amends TCA Title 47 and Title 53.",pending,2026-01-23,https://openstates.org/tn/bills/114/HB2052/,,,
os-495de5ee-dca4-4924-bde6-2754bf70ebad,bill,Tennessee,HB 2054,"Energy - As introduced, enacts the ""Data Center, Artificial Intelligence, and Clean Transition Tariff Accountability Act."" - Amends TCA Title 7 and Title 65.",pending,2026-01-23,https://openstates.org/tn/bills/114/HB2054/,,,
os-51d00594-6166-405b-8510-c9b72935846a,bill,New York,S 9028,Prohibits employers from engaging in discrimination on the basis of a protected class when using artificial intelligence in certain employment practices,pending,2026-01-23,https://openstates.org/ny/bills/2025-2026/S9028/,bias,,
os-4487ba44-eff9-4e14-9f06-530dc474822a,bill,Virginia,SB 796,"Artificial Intelligence Companion Chatbots and Minors Act; established, enforcement, civil penalty.",pending,2026-01-23,https://openstates.org/va/bills/2026/SB796/,kids-chatbots,labeling-mandates; mandatory-reporting; new-agency-powers,
os-e29a75a1-a1fa-4b5e-8811-04d8b26d1c99,bill,Virginia,HB 1521,Digital innovation & infrastructure; establishing rights in digital property & technology resources.,pending,2026-01-23,https://openstates.org/va/bills/2026/HB1521/,,mandatory-reporting,
os-e848ed52-c1fb-43d1-b7a1-79306781e1e9,bill,Rhode Island,SB 2266,AN ACT RELATING TO PROPERTY -- RESIDENTIAL LANDLORD AND TENANT ACT,pending,2026-01-23,https://openstates.org/ri/bills/2026/SB2266/,bias,,
os-ce9ffb7b-3329-46cd-a41d-726cc7b538e0,bill,Rhode Island,SB 2197,"AN ACT RELATING TO BEHAVIORAL HEALTHCARE, DEVELOPMENTAL DISABILITIES AND HOSPITALS -- OVERSIGHT OF ARTIFICIAL INTELLIGENCE TECHNOLOGY IN MENTAL HEALTH CARE ACT",passed,2026-01-23,https://openstates.org/ri/bills/2026/SB2197/,,,
os-57e7d902-6e2f-42b3-819d-59b8e97aa4a6,bill,Rhode Island,SB 2195,AN ACT RELATING TO COMMERCIAL LAW--GENERAL REGULATORY PROVISIONS -- ARTIFICIAL INTELLIGENCE COMPANION MODELS,passed,2026-01-23,https://openstates.org/ri/bills/2026/SB2195/,,labeling-mandates,
os-59024d82-643f-4b99-b23d-41b448a27d4d,bill,West Virginia,HB 4770,"Establishing limitations on the use of artificial intelligence and artificial intelligence technology to deliver mental health care, with exceptions for administrative support functions",pending,2026-01-23,https://openstates.org/wv/bills/2026/HB4770/,,,
os-c722df62-54cb-4a1b-9127-76b3448d8729,bill,Hawaii,HB 1968,RELATING TO PERMITTING.,pending,2026-01-23,https://openstates.org/hi/bills/2026/HB1968/,,,"Hawaii Department of Business, Economic Development, and Tourism"
os-22828b3b-65c8-4296-a873-6455ac9f37bb,bill,Hawaii,HB 1954,RELATING TO IDENTITY THEFT.,pending,2026-01-23,https://openstates.org/hi/bills/2026/HB1954/,deepfakes,,
os-e12dd12e-5a04-4baa-af6d-b43835bfd3ac,bill,Hawaii,SB 2768,RELATING TO HEALTH CARE.,pending,2026-01-23,https://openstates.org/hi/bills/2026/SB2768/,bias,,
os-3fa74ccd-c0c9-420d-bcf7-b2fe68260738,bill,Hawaii,SB 2953,RELATING TO INSURANCE.,pending,2026-01-23,https://openstates.org/hi/bills/2026/SB2953/,bias,mandatory-reporting; new-agency-powers,Hawaii Insurance Commissioner
os-bb55619e-36b9-4a1f-82d0-fb16f9902dbf,bill,Hawaii,SB 2923,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-23,https://openstates.org/hi/bills/2026/SB2923/,,license-to-build; mandatory-reporting; new-agency-powers,
os-afbdfa67-7975-44fa-bb44-1b5ffb82e336,bill,Hawaii,HB 1887,RELATING TO ARTIFICIAL INTELLIGENCE LITERACY EDUCATION.,pending,2026-01-23,https://openstates.org/hi/bills/2026/HB1887/,,,Hawaii Department of Education
os-656bc7ae-4c1d-4593-b544-faf2842fbc91,bill,Hawaii,SB 2585,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-23,https://openstates.org/hi/bills/2026/SB2585/,,mandatory-reporting,Hawaii Department of Health
os-854685fb-d45e-4c8c-8359-02e7df4628a6,bill,Hawaii,SB 3001,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-23,https://openstates.org/hi/bills/2026/SB3001/,kids-chatbots,labeling-mandates; mandatory-reporting,Hawaii Department of Health
os-dda26d60-c18e-4df5-860a-172f2a67bb53,bill,Hawaii,SB 2967,RELATING TO ARTIFICIAL INTELLIGENCE.,pending,2026-01-23,https://openstates.org/hi/bills/2026/SB2967/,,labeling-mandates; mandatory-reporting; new-agency-powers,Hawaii Attorney General; Hawaii Office of Consumer Protection
os-4d991f47-cdbc-436b-87de-be331e48625d,bill,Virginia,SB 796,"Artificial Intelligence Companion Chatbots and Minors Act; established, enforcement, civil penalty.",pending,2026-01-23,https://openstates.org/va/bills/2027/SB796/,kids-chatbots,labeling-mandates; mandatory-reporting; new-agency-powers,Virginia Attorney General
os-044beed1-ec1e-4c01-8f91-205aac68c505,bill,Hawaii,SB 2788,RELATING TO ARTIFICIAL INTELLIGENCE FOR THE PROTECTION OF MINORS.,pending,2026-01-23,https://openstates.org/hi/bills/2026/SB2788/,kids-chatbots,,
os-c4873b74-00c9-475a-b614-96b915616ae5,bill,Tennessee,SB 2112,"Utilities, Utility Districts - As introduced, requires certain data centers to register with the department of revenue; requires fuel suppliers, and electric and water utilities that provide fuel and service respectively to registered data centers to report usage and rates to the department; requires the commissioner to compile and publish certain information based on reports received from utilities. - Amends TCA Title 5; Title 6; Title 7; Title 10; Title 62; Title 65; Title 68 and Title 69.",pending,2026-01-22,https://openstates.org/tn/bills/114/SB2112/,,data-center-limits; mandatory-reporting,
